Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month
291831,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,47030,Married,Nova,21435.88,Standard,2015,10,2016,6
736220,Canada,Ontario,Toronto,P5S 6R4,Male,High School or Below,50636,Married,Nova,21480.82,Standard,2018,11,,
184959,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,64612,Married,Nova,21522.95,Standard,2016,12,,
904704,Canada,Ontario,Toronto,M2M 7K8,Male,College,,Single,Nova,21531.33,Standard,2017,4,,
501490,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,,Single,Nova,21561.71,Standard,2012,8,,
123151,Canada,Saskatchewan,Regina,S1J 3C5,Female,College,,Married,Nova,21578.86,Standard,2014,6,2015,2
727348,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,77624,Divorced,Nova,21590.44,Standard,2017,4,,
481590,Canada,Ontario,Toronto,M2P 4F6,Male,Bachelor,79072,Married,Nova,21639.84,Standard,2018,6,,
483125,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,79072,Married,Nova,21639.84,Standard,2012,9,,
688319,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,89230,Divorced,Nova,21892.35,Standard,2012,5,,
800196,Canada,Manitoba,Winnipeg,R3R 3T4,Male,Bachelor,74457,Married,Nova,21892.94,Standard,2018,11,,
148677,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,48191,Married,Nova,21903.91,Standard,2018,9,,
517739,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,91323,Married,Nova,21923.12,Standard,2013,8,,
640009,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,51209,Married,Nova,21941.86,Standard,2017,7,,
398351,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,91037,Married,Nova,21991.62,Standard,2016,8,,
770759,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,,Married,Nova,22041.86,Standard,2014,4,2017,6
669894,Canada,Quebec,Montreal,H2T 2J6,Male,College,,Single,Nova,22062.55,Standard,2014,1,,
643476,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,94119,Married,Nova,6673.74,2018 Promotion,2018,2,,
993266,Canada,British Columbia,Vancouver,V6E 3D9,Male,Doctor,122862,Married,Nova,22067.73,Standard,2015,7,,
808096,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,,Married,Nova,22103.51,Standard,2014,9,,
833322,Canada,New Brunswick,Moncton,E1A 2A7,Female,College,,Married,Nova,22103.51,Standard,2015,6,,
853438,Canada,Ontario,Toronto,P1J 8T7,Female,College,,Married,Nova,22103.51,Standard,2015,11,,
887209,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Married,Nova,22103.51,Standard,2014,12,,
912712,Canada,Quebec,Hull,J8Y 3Z5,Male,College,,Married,Nova,22103.51,Standard,2016,5,,
678991,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,80000,Single,Nova,22110.4,Standard,2015,10,2016,6
895821,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,74820,Married,Nova,22118.81,Standard,2015,12,2016,12
479445,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,89689,Married,Nova,22195.8,Standard,2013,8,,
757696,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,89689,Married,Nova,22195.8,Standard,2012,9,,
254361,Canada,British Columbia,Kelowna,V09 2E9,Female,Bachelor,61506,Married,Nova,22207.83,Standard,2012,12,,
380262,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,59386,Single,Nova,22217.97,Standard,2014,8,,
274765,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,90707,Married,Nova,22235.01,Standard,2018,7,,
665024,Canada,British Columbia,Whistler,V6T 1Y8,Female,Doctor,217158,Married,Nova,22256.69,Standard,2016,11,,
958544,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,68785,Single,Nova,22261.02,Standard,2014,2,,
350631,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,104527,Single,Nova,22325.83,Standard,2014,10,,
742321,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,67819,Single,Nova,22332.44,Standard,2014,3,2017,4
746061,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,67819,Single,Nova,22332.44,Standard,2016,3,,
830836,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,67819,Single,Nova,22332.44,Standard,2012,10,,
933208,Canada,Ontario,Toronto,P1J 8T7,Male,College,,Single,Nova,22337.16,Standard,2015,7,,
921624,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,89345,Married,Nova,22399.13,Standard,2018,10,,
312979,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Single,Nova,22445.28,Standard,2013,8,,
485745,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,48770,Married,Nova,22563.62,Standard,2014,8,,
476652,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,68175,Single,Nova,22620.75,Standard,2016,8,,
595083,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,68175,Single,Nova,22620.75,Standard,2015,3,,
121856,Canada,Saskatchewan,Regina,S6J 3G0,Male,Master,113785,Married,Nova,22658.54,Standard,2017,4,,
371969,Canada,Ontario,Kingston,M9K 2P4,Female,Master,113785,Married,Nova,22658.54,Standard,2016,5,,
428114,Canada,Ontario,Toronto,M8Y 4K8,Female,Master,113785,Married,Nova,22658.54,Standard,2018,11,,
670981,Canada,Saskatchewan,Regina,S1J 3C5,Male,Master,113785,Married,Nova,22658.54,Standard,2012,11,,
773571,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Master,113785,Married,Nova,22658.54,Standard,2017,6,2018,2
510865,Canada,Quebec,Montreal,H2T 9K8,Male,Doctor,99050,Married,Nova,22712.02,Standard,2016,1,,
123727,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,51591,Married,Nova,22721.24,Standard,2018,5,,
456958,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,51591,Married,Nova,22721.24,Standard,2012,10,,
508022,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,82230,Divorced,Nova,22800.54,Standard,2012,8,,
787660,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,82230,Divorced,Nova,22800.54,Standard,2014,11,,
329839,Canada,Ontario,Toronto,P2T 6G3,Female,Master,71118,Married,Nova,22806.47,Standard,2016,6,,
917685,Canada,British Columbia,Vancouver,V6E 3D9,Male,Master,71118,Married,Nova,22806.47,Standard,2018,12,,
352053,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,97314,Married,Nova,22837.14,Standard,2014,11,,
630338,Canada,Ontario,Toronto,M1R 4K3,Male,High School or Below,61972,Married,Nova,22855.61,Standard,2015,10,,
784490,Canada,Alberta,Calgary,T3E 2V9,Male,High School or Below,61972,Married,Nova,22855.61,Standard,2016,7,,
175954,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,70684,Married,Nova,22940.38,Standard,2015,12,,
988043,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,103223,Married,Nova,23020.89,Standard,2012,10,,
536371,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,82573,Single,Nova,23086.36,Standard,2018,6,,
966350,Canada,Ontario,Toronto,P5S 6R4,Female,College,,Single,Nova,23142.15,Standard,2014,2,2017,6
702522,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,97704,Divorced,Nova,23207.25,Standard,2015,7,,
529085,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,64864,Married,Nova,23207.27,Standard,2012,10,,
604332,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,75982,Married,Nova,23208.39,Standard,2016,8,,
442695,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,70867,Single,Nova,23228.24,Standard,2018,9,,
971107,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,70867,Single,Nova,23228.24,Standard,2013,10,,
838270,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,83060,Married,Nova,23444.9,Standard,2015,4,,
552568,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,58642,Single,Nova,23515.85,Standard,2018,12,,
919329,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,56601,Married,Nova,23536.75,Standard,2015,6,,
930325,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,54706,Married,Nova,23554.39,Standard,2013,8,,
375909,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,87782,Married,Nova,23594.68,Standard,2015,5,,
477739,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,87782,Married,Nova,23594.68,Standard,2015,10,,
643507,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,87782,Married,Nova,23594.68,Standard,2017,7,,
464962,Canada,Ontario,Toronto,M1R 4K3,Male,College,,Single,Nova,23706.11,Standard,2012,12,,
829886,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,52414,Married,Nova,23740.12,Standard,2012,8,,
183948,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,56078,Married,Nova,23777.81,Standard,2014,9,,
818886,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,61057,Married,Nova,23893.3,Standard,2013,2,2016,10
231462,Canada,Manitoba,Winnipeg,R2C 0M5,Male,College,,Single,Nova,23895.68,Standard,2014,7,,
605500,Canada,Ontario,Ottawa,K1F 2R2,Female,College,,Married,Nova,23903.68,Standard,2016,1,,
602685,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,60690,Married,Nova,23950.37,Standard,2015,10,,
183388,Canada,Quebec,Montreal,H2T 9K8,Male,College,,Single,Nova,24096.24,Standard,2017,10,2018,9
628840,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,,Single,Nova,24096.24,Standard,2018,6,,
170982,Canada,Quebec,Montreal,H2Y 4R4,Male,High School or Below,47587,Divorced,Nova,24127.5,Standard,2018,12,,
314589,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,71195,Divorced,Nova,24138.06,Standard,2014,6,,
892258,Canada,Ontario,Toronto,M2M 6J7,Male,College,,Single,Nova,24143.88,Standard,2015,11,,
158969,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,56046,Married,Nova,24186.88,Standard,2013,4,,
101544,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,56531,Married,Nova,24249.34,Standard,2014,4,,
638495,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,56531,Married,Nova,24249.34,Standard,2013,1,,
206284,Canada,Ontario,Toronto,M2M 7K8,Female,College,,Single,Nova,6784.89,2018 Promotion,2018,3,,
890936,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,80586,Married,Nova,24261.02,Standard,2015,5,,
666337,Canada,Quebec,Montreal,H2Y 4R4,Female,Master,105199,Single,Nova,24278.1,Standard,2013,4,,
832566,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Female,Bachelor,85831,Married,Nova,24338.51,Standard,2014,10,,
101895,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,81883,Single,Nova,24543.2,Standard,2013,2,,
120635,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,85848,Married,Nova,24636.97,Standard,2015,12,2016,8
968064,Canada,Quebec,Montreal,H4G 3T4,Female,High School or Below,64607,Married,Nova,24660.49,Standard,2017,12,,
741138,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,49624,Single,Nova,24709.6,Standard,2017,6,,
851421,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,,Married,Nova,24868.24,Standard,2015,4,,
396998,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,80806,Married,Nova,24967.76,Standard,2017,3,,
925573,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,80806,Married,Nova,24967.76,Standard,2017,3,,
977178,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,51146,Married,Nova,25030.38,Standard,2016,2,,
776547,Canada,British Columbia,Victoria,V10 6T5,Female,High School or Below,69587,Married,Nova,25107.1,Standard,2015,1,,
210725,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,64174,Divorced,Nova,25253.1,Standard,2013,12,,
434679,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,47597,Married,Nova,25360.1,Standard,2012,6,,
531290,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,47597,Married,Nova,25360.1,Standard,2017,11,,
987347,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,58835,Single,Nova,25401.52,Standard,2012,12,,
116238,Canada,Saskatchewan,Regina,S1J 3C5,Male,Master,81765,Single,Nova,25464.82,Standard,2018,7,,
617489,Canada,Quebec,Montreal,H2Y 2W2,Female,Master,81765,Single,Nova,25464.82,Standard,2018,5,,
713067,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Master,81765,Single,Nova,25464.82,Standard,2016,5,2017,1
777300,Canada,Quebec,Montreal,H2T 2J6,Male,Master,81765,Single,Nova,25464.82,Standard,2014,8,,
518677,Canada,Ontario,Toronto,M1R 4K3,Male,College,,Married,Nova,25585.73,Standard,2015,4,,
983416,Canada,Ontario,Toronto,P1J 8T7,Female,High School or Below,38171,Single,Nova,6796.84,2018 Promotion,2018,4,,
336665,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,80605,Married,Nova,25674.15,Standard,2017,11,,
949290,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,80605,Married,Nova,25674.15,Standard,2016,5,,
840267,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,48525,Married,Nova,25805.27,Standard,2018,6,,
128459,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,84015,Married,Nova,25807.06,Standard,2015,9,,
150233,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,84015,Married,Nova,25807.06,Standard,2017,3,2017,11
203772,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,84015,Married,Nova,25807.06,Standard,2014,6,,
225327,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,84015,Married,Nova,25807.06,Standard,2015,8,,
572547,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,84015,Married,Nova,25807.06,Standard,2017,6,,
487070,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,70766,Married,Nova,25900.2,Standard,2012,11,,
645712,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,64046,Single,Nova,26016.53,Standard,2012,8,,
308704,Canada,Quebec,Tremblant,H5Y 2S9,Male,Doctor,154475,Married,Nova,26197.41,Standard,2016,7,,
404742,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Doctor,154475,Married,Nova,26197.41,Standard,2016,11,,
464959,Canada,Quebec,Tremblant,H5Y 2S9,Female,Doctor,154475,Married,Nova,26197.41,Standard,2017,3,,
555576,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Doctor,154475,Married,Nova,26197.41,Standard,2014,11,,
631714,Canada,British Columbia,Victoria,V10 6T5,Female,Doctor,154475,Married,Nova,26197.41,Standard,2012,7,,
704709,Canada,Quebec,Tremblant,H5Y 2S9,Female,Doctor,154475,Married,Nova,26197.41,Standard,2012,5,,
732213,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Doctor,154475,Married,Nova,26197.41,Standard,2017,1,,
112856,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,46795,Married,Nova,26199.53,Standard,2014,6,,
819924,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,72669,Divorced,Nova,26243.86,Standard,2017,6,,
340874,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,57737,Married,Nova,26305.42,Standard,2018,1,,
697323,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,57737,Married,Nova,26305.42,Standard,2013,10,2014,3
728568,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,76521,Divorced,Nova,26338.59,Standard,2012,8,,
309861,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,49930,Married,Nova,26413.55,Standard,2013,8,,
113904,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,63343,Married,Nova,26453.94,Standard,2015,6,,
776464,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Single,Nova,26462.76,Standard,2013,2,,
911723,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,52961,Single,Nova,26511.6,Standard,2018,6,,
249813,Canada,Quebec,Montreal,H2Y 2W2,Male,College,,Married,Nova,26570.34,Standard,2015,1,,
913895,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,,Married,Nova,26570.34,Standard,2015,7,,
226194,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,95571,Married,Nova,26576.32,Standard,2015,1,,
264823,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,95571,Married,Nova,26576.32,Standard,2013,2,,
398586,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,51177,Married,Nova,26770.45,Standard,2013,7,,
939238,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,91700,Divorced,Nova,26864.2,Standard,2017,11,,
686059,Canada,Quebec,Montreal,H3T 8L4,Female,Bachelor,93052,Married,Nova,27064.46,Standard,2014,6,,
266234,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,87908,Divorced,Nova,27279.34,Standard,2014,6,,
400844,Canada,Quebec,Montreal,H2T 9K8,Male,College,,Single,Nova,27287.5,Standard,2014,2,2015,3
642099,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,65181,Married,Nova,27382.82,Standard,2018,5,,
680168,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,,Married,Nova,27386.15,Standard,2018,7,,
152685,Canada,Ontario,Ottawa,K1G 4Z0,Female,College,,Married,Nova,27420.81,Standard,2015,9,2016,5
346766,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,68856,Married,Nova,27542.37,Standard,2018,7,,
480275,Canada,Alberta,Edmonton,T9G 1W3,Male,College,,Divorced,Nova,27580.55,Standard,2016,10,,
218127,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,78300,Married,Nova,27643.24,Standard,2017,7,2018,3
435249,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,96462,Married,Nova,27776.29,Standard,2017,5,,
480858,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,56644,Divorced,Nova,27789.69,Standard,2012,5,,
870120,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,56644,Divorced,Nova,27789.69,Standard,2015,5,,
925978,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,96378,Married,Nova,27929.96,Standard,2014,5,,
726873,Canada,New Brunswick,Moncton,E1A 2A7,Male,High School or Below,61902,Single,Nova,28328.47,Standard,2015,4,,
539760,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,60278,Married,Nova,28393.33,Standard,2016,5,,
804911,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,63228,Divorced,Nova,28421.57,Standard,2012,12,,
756280,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,,Single,Nova,28435.64,Standard,2014,6,2015,2
871219,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,52108,Married,Nova,28511.03,Standard,2015,4,,
545582,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,67332,Single,Nova,28685.83,Standard,2013,1,,
467139,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,66833,Divorced,Nova,28699.89,Standard,2015,1,2015,9
868568,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,66833,Divorced,Nova,28699.89,Standard,2014,12,,
803976,Canada,Quebec,Montreal,H2Y 2W2,Male,Doctor,187089,Divorced,Nova,29049.71,Standard,2015,8,,
577998,Canada,Ontario,Toronto,M2M 6J7,Female,Bachelor,56951,Married,Nova,29091.24,Standard,2014,10,2015,11
622019,Canada,Saskatchewan,Regina,S1J 3C5,Male,College,,Single,Nova,29297.33,Standard,2015,9,,
902083,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,55327,Single,Nova,29328.04,Standard,2013,3,,
389706,Canada,Ontario,Trenton,K8V 4B2,Female,College,,Single,Nova,29577.28,Standard,2014,6,,
404339,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,,Single,Nova,29589.94,Standard,2017,7,,
480435,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,82329,Married,Nova,30118.66,Standard,2017,4,2017,12
592251,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,85587,Married,Nova,30154.68,Standard,2013,5,,
690916,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Doctor,269631,Divorced,Nova,30286.69,Standard,2014,6,,
397480,Canada,Ontario,Ottawa,K1G 4Z0,Female,Bachelor,81020,Single,Nova,30313.31,Standard,2013,7,,
827275,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,78974,Divorced,Nova,30442.54,Standard,2015,6,,
514403,Canada,Ontario,Thunder Bay,K8T 5M5,Female,College,,Single,Nova,30647.63,Standard,2014,12,,
191814,Canada,Ontario,Thunder Bay,K8T 5M5,Male,College,,Single,Nova,30745.96,Standard,2017,6,,
781293,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,62112,Single,Nova,30763.26,Standard,2017,1,2017,9
554983,Canada,British Columbia,Vancouver,V6E 3D9,Female,Doctor,243236,Married,Nova,30850.59,Standard,2017,4,,
857219,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,74099,Divorced,Nova,30909.22,Standard,2016,6,2017,2
840659,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,63211,Divorced,Nova,31221.75,Standard,2018,7,,
156868,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,83249,Divorced,Nova,31234.89,Standard,2015,4,,
729805,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,97074,Married,Nova,31642.1,Standard,2017,2,2018,7
808524,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,97074,Married,Nova,31642.1,Standard,2013,5,,
415332,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,74745,Married,Nova,31920.77,Standard,2016,5,,
689275,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,73262,Married,Nova,31934.62,Standard,2015,5,,
169247,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,54908,Married,Nova,32021.4,Standard,2018,12,,
286611,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,32020,Married,Nova,6803.6,2018 Promotion,2018,2,,
320004,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,54959,Married,Nova,32098.32,Standard,2013,3,,
955652,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,97432,Married,Nova,32104.7,Standard,2018,12,,
717632,Canada,Nova Scotia,Halifax,B3C 2M8,Male,High School or Below,58214,Married,Nova,32144.65,Standard,2016,8,,
108896,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,98771,Married,Nova,32196.6,Standard,2017,6,2018,2
372647,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,65078,Married,Nova,32227.08,Standard,2015,6,,
674933,Canada,Ontario,Ottawa,K1G 4Z0,Female,Bachelor,60459,Married,Nova,6878.01,2018 Promotion,2018,3,,
501885,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,72500,Divorced,Nova,32317.03,Standard,2018,6,,
259734,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,76145,Single,Nova,32450.39,Standard,2017,7,2018,3
561307,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,59475,Single,Nova,32467.66,Standard,2018,9,,
533539,Canada,Alberta,Calgary,T3E 2V9,Male,College,,Single,Nova,32654.84,Standard,2016,6,,
667800,Canada,Ontario,Toronto,M2M 6J7,Female,College,,Single,Nova,32654.84,Standard,2013,5,2014,2
325490,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,61099,Married,Nova,32725.3,Standard,2017,5,,
558969,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,98337,Divorced,Nova,32864.4,Standard,2015,10,,
